Name;IdName;FolderName;Type;ViewMode;RWin;DataOrg;bReciprocal;bSigned;bDelta;bPercent;bOriginal;bOriginalValues;Columns;Rows;Radix;Comment;Precision;SkipBytes;LineSkipBytes;Fieldvalues.Name;Fieldvalues.Unit;Fieldvalues.Factor;Fieldvalues.Offset;Fieldvalues.StartAddr;AxisX.Name;AxisX.IdName;AxisX.Unit;AxisX.Factor;AxisX.Offset;AxisX.Radix;AxisX.bBackwards;AxisX.bReciprocal;AxisX.bSigned;AxisX.Precision;AxisX.DataSrc;AxisX.DataHeader;AxisX.DataAddr;AxisX.DataOrg;AxisX.SignatureByte;AxisX.SkipBytes;AxisY.Name;AxisY.IdName;AxisY.Unit;AxisY.Factor;AxisY.Offset;AxisY.Radix;AxisY.bBackwards;AxisY.bReciprocal;AxisY.bSigned;AxisY.Precision;AxisY.DataSrc;AxisY.DataHeader;AxisY.DataAddr;AxisY.DataOrg;AxisY.SignatureByte;AxisY.SkipBytes
Switch On given sports futures;ABST_ECO_SPORT;DSP_Sportlichkeit: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;0;$44857;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Switch On given height correction;ABST_HOEHENKOR;DSP_Hoehenkorrektur: ""Dependence of Bergfaktors From Motorleistungsfaktor"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;0;$4486C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Switch On extreme default (KONST_SPORT_EXTREM);ABST_SPORT_EXTREM;DSP_Sportlichkeit: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;0;$4485B;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: a_ab-Determination While of driving off Turn off Area: 0-1 km / h;AB_AUSBLEND_LOSFAHREN;DSP_AQ: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$459C5;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: hysteresis im GRA / ACC At mountain descents On all Transitions widened at Change in The plane Transitions sequential release.;ACC_BERGAB_HYSTAUSNEU;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$4634A;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: ACC-downhill function used own switching program values normal can to to Krawallgang switched back will now is to to specified Speed switched back;ACC_EIGENE_BREMSPUNKTE;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$46375;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
valid, Only if ACC_MIT_BERECHNETER_MASSE = 0 Is!;ACC_FAHRWIDERSTAND;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;0;$4637A;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
0: (default) to Calculate Of a_brems Sensor use 1: to Calculate is The driving resistance calculation used;ACC_FAHRWIDERSTAND_BREMS;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$4637B;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: to determine Of the minimum acceleration is The Top-Set-Speed of ACC system used;ACC_F_LUFT_MAXSET;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$46376;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
hysteresis in the ACC-switching program At transition in the downhill program Introduction;ACC_HOCHSCHALTPUNKT_AUSBLENDEN;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$4634B;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-Full load (Brake) forced upshift Short Before red line smalltest possible transition (not Krawall);ACC_HOCH_BR;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;;1;-0;$463AE;Schaltung_6up;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-KD forced upshift red line smalltest possible transition;ACC_HOCH_KD;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;;1;-0;$463A2;Schaltung_6up;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-zero gas top possible transition;ACC_HOCH_NG;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;km/h;1;-0;$4639C;Schaltung_6up;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-zero gas top possible transition (uphill);ACC_HOCH_NG_BERG;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;1;0;0;;km/h;1;-0;$463E2;Schaltung_6up;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-Full load forced upshift Short Before red line smalltest possible transition (not Krawall);ACC_HOCH_VG;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;;1;-0;$463A8;Schaltung_6up;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
1: Um a minimum acceleration im upshift speed zu gain, can to to KD-Border The Upshift repressed will. power Only meaningful, if BEI_HS_DREHZHALMAXIMUM_ERLAUBT = 0;ACC_HS_UNTERBINDEN_WEGEN_MIN_A;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$4632B;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: actual torque calculation instead of Of Limiting torque;ACC_ISTMOMENTEN_CLC;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$46379;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Selector for ACC power correction;ACC_LEISTUNGSKORREKTUR_ZUSCHALT;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;0;$4632D;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ACC_LSTG_NORMIERER;ACC_LSTG_NORMIERER;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;17;1;10;;2;0;0;;;1;-0;$46330;ACC_BERGAB_HYSTAUSNEU.CONVERSION;;;1;-0;10;0;0;0;2;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
1: Calculated Dimensions is im ACC-Operation with included;ACC_MIT_BERECHNETER_MASSE;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$4638E;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: brake support im ACC by the transmission;ACC_MIT_BREMSUNTERSTUETZUNG;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$46341;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ACC uphill-interpolation curve (0-16% or 0-32%, dependent Of ACC_NULLGAS_EB_INTPOL_ENABLE);ACC_NULLGAS_EB_INTPOL;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;17;1;10;;2;0;0;;;1;-0;$463D0;ACC_BERGAB_HYSTAUSNEU.CONVERSION;;;1;-0;10;0;0;0;2;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Switch ACC uphill-Interpolation, 0 function From, 1 function to 16%Gradient, 2 function to 32%Gradient,;ACC_NULLGAS_EB_INTPOL_ENABLE;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;0;$463CC;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: if a minimum acceleration im current transition not more reached will can, is switched back. power Only meaningful, if BEI_RS_DREHZHALMAXIMUM_ERLAUBT = 0;ACC_RS_EINLEITEN_WEGEN_MIN_A;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$4632C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-Full Throttle (Brake) smalltest possible switchback transition (not Krawallgang);ACC_RUECK_BR;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;;1;-0;$463C6;Schaltung_6down;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-KD smalltest possible switchback transition (Krawallgang);ACC_RUECK_KD;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;;1;-0;$463BA;Schaltung_6down;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-zero gas forced downshift top possible;ACC_RUECK_NG;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;;1;-0;$463B4;Schaltung_6down;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-zero gas forced downshift top possible (uphill);ACC_RUECK_NG_BERG;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;1;0;0;;km/h;1;-0;$463E8;Schaltung_6down;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ECO-Full Throttle smalltest possible switchback transition (not Krawallgang);ACC_RUECK_VG;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;;1;-0;$463C0;Schaltung_6down;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
>0: function switched, 100: no Increase, 110: 10% Increase;ACC_VIRTUELLE_MOMENTENERHOEHUNG;DSP_ACC: ""Values for ACC and GRA over Beschleunigungschnittstelle"";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$46315;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ALPHA_PP_GROSS;ALPHA_PP_GROSS;DSP_Fuzzyregler: """";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;2;1;10;;2;0;0;;;1;-0;$45B1A;ACC_BERGAB_HYSTAUSNEU.CONVERSION;;;1;-0;10;0;0;0;2;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ALPHA_P_O_GRENZ;ALPHA_P_O_GRENZ;DSP_Fuzzyregler: """";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;2;0;0;;;1;-0;$45B08;ACC_BERGAB_HYSTAUSNEU.CONVERSION;;;1;-0;10;0;0;0;2;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ALPHA_P_U_GRENZ;ALPHA_P_U_GRENZ;DSP_Fuzzyregler: """";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;4;1;10;;2;0;0;;;1;-0;$45B0C;ACC_BERGAB_HYSTAUSNEU.CONVERSION;;;1;-0;10;0;0;0;2;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
ANFAHRGANG_M_IN_D_BEGRENZEN;ANFAHRGANG_M_IN_D_BEGRENZEN;DSP_AQ: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$454D1;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ANFAHRGANG_WECHSEL_D_M;ANFAHRGANG_WECHSEL_D_M;DSP_AQ: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$454D0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1. INC switching prevention for x * 10ms ca. 1,5 sec;ASR_ANFANGS_INKREMENT;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458C9;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: ASR-Requirement of CANs sets also the ASR_AKTIV-Bit;ASR_ANFORDERUNG_ADDASR;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458D0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: Active ABS-stunts Activate The ASR-function.;ASR_BEI_ABS_BREMSUNG;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458CF;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Upshift At mountain descents;ASR_BGAB_SLGANGPUNKTE;DSP_ASR_EDS: """";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;km/h;1;-0;$458E0;Schaltung_6up;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Upshift At uphill rides;ASR_BGAUF_SLGANGPUNKTE;DSP_ASR_EDS: """";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;km/h;1;-0;$458DA;Schaltung_6up;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Upshift in the plane;ASR_EBENEN_SLGANGPUNKTE;DSP_ASR_EDS: """";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;6;1;10;;2;0;0;;km/h;1;-0;$458D4;Schaltung_6up;;;1;0;10;0;0;0;3;eUserdefString;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
Threshold for INC Decision;ASR_GERADE_ANGEFORDERT;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458C8;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ASR_HIGH_MIT_EIGENEN_WERTEN;ASR_HIGH_MIT_EIGENEN_WERTEN;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458D1;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
response threshold;ASR_HOCHSCHALTWERT;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458CC;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
episode INC;ASR_INKREMENT;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458CA;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Maximum value of CNTR;ASR_MAXIMALZEIT;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458CB;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ASR_MIT_EIGENEN_WERTEN;ASR_MIT_EIGENEN_WERTEN;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458D2;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
1: high/switchback after KD/zero gas, KD crossing Fkt.;ASR_SCHALTUNGSVERBOT;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458C6;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
new ASR-switching program behavior (not At critical Pump pressure!);ASR_SCHALT_MODI;DSP_ASR_EDS: """";eZweidim;eView3d;eBars;eBitLoHi;0;0;0;0;0;0;1;8;10;;0;0;0;;;1;-0;$458CE;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;;;?;1;0;10;0;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
ATFGRDFAKT;ATFGRDFAKT;DSP_AQ: """";eEindim;eViewText;eBars;eByte;0;0;0;0;0;0;17;1;10;;2;0;0;;;1;-0;$452C0;ABKOPPLER_START.CONVERSION;;;1;-0;10;0;0;0;2;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
